id,Tweet,presenting irrelevant data (red herring),misrepresentation of someone's position (straw man),whataboutism,causal oversimplification,"obfuscation, intentional vagueness, confusion",appeal to fear/prejudice,"black-and-white fallacy, dictatorship",name calling/labeling,loaded language,exaggeration/minimisation,flag-waving,doubt,appeal to fear/prejudice,slogans,thought-terminating cliché,bandwagon,reductio ad hitlerum,repetition,smears,glittering generalities (virtue)
1.39E+18,RT @ELShetawi: عندما قام الشعب المصري بـازاحة #الاخوان في #30يونيو حاولت #امريكا التدخل كان الاسطول الامريكي في #البحر_المتوسط الجيش قالهم…,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.40E+18,"#تنظيم_الحمدين_الارهابي سمح للدول بإبتزاز وتهديد #قطر وسلب ثرواتها وتنازل وخضع أمام #تركيا و #ايران بطريقة مهينة لايرضاها  من لديه ذرة كرامة.
لدينا تقارير تثبت(هدر)عصابة #الدوحة لمئات المليارات في #امريكا و #ايران و #تركيا و #ليبيا و #اليمن و #الصومال.
يجب كف أيديهم فورًا .",0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0
1.39E+18,RT @DiyalaAlkhair: #امريكا وأعوانها يساهمون في سفك الدم الذي تقوم به #ايران في بلداننا,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
1.12E+18,"أموالنا تحترق!! #تنظيم_الحمدين_الارهابي يستخدم مصرف بريطاني يمتلك #مصرف_الريان جزء كبير منه لدعم الإرهاب.
ثبت بالأدلة أن هذا المصرف يدعم منظمات وكيانات تم تجميد حساباتها في #بريطانيا.
أحد المستفيدين من هذا الدعم منظمة إرهابية رسمياً في #امريكا وعدد من الدول.
#فلست_قطر https://t.co/Slwi0rZGDt",0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0
1.38E+18,"العقوبات الأمريكية على #ايران تستهدف تجفيف و محق الإيرادات المالية المغذية لمرشد #طهران #خامنئي ومؤسساتة الحكومية والتي تُقدر بحوالي ٢٠٠مليار دولار وتجميد ثروتة الشخصية التي تُقدر بحوالي ٩٥مليار دولار.
الآن #امريكا لديها رغبة جادّة في خنق #نظام_الملالي.
 #قطر #ظلم_أبناء_آل_ثاني",0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0
1.38E+18,"توسُّل #قطر لـ  #أمريكا  لإقناع الرباعي العربي بإنهاء المقاطعة

#قطر_عراب_الفوضى 
#قطر_تدعم_الإرهاب 
#قطر_الخزي_والعار 
#تنظيم_الحمدين_الارهابي https://t.co/FACrEUxBgH",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0
1.39E+18,"سفارة #قطر في أمريكا و بتوجيهات الصغير #خيال_المآته تستجدي الأمريكان سندفع 5
 مليار دولار لتوسيع قاعدة العديد https://t.co/Ahj9Q6fwi6",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1.19E+18,"RT @aha88aha: تلثمي .. يالعروبه ! لِثمت الذله
بياض وجهك / تسوّد من مذلتنا

ماهو بـ منّا قسم بالله من الشله
اللي يقولون : ""امريكا صديقتنا""",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1.40E+18,"شعب #قطر ضاق ذرعآ بحماقات #تنظيم_الحمدين_الارهابي ، قامت #السعوديه ودول #الخليج و #امريكا ودول اخرى كثيره بتعريتهم وتعرية #حمد_بن_خليفه بالإثباتات والأدلة وسنستمر بالعمل الى أن يسقط هذا النظام المجنون والأحمق قريبآ بإذن الله.
https://t.co/ACMDEFGOkT
#السعودية #العربية #الجزيرة",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0
1.39E+18,"RT @sufizaman2000: بن جبر حول 70 مليار 2013 إلى نيو يورك
فجمدت أمريكا المبالغ حتى دفع غرامة 4.5b$
لإنقاذ سوق القروض العقارية المنهار.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.39E+18,#مداد_نيوز| اعرفوا مطالب الكيان الصهيوني من #قطر لدعمهم في أمريكا https://t.co/3o9EvgU4H9,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.39E+18,| #تميم يخدع #ترامب,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1.38E+18,"RT @SaudiNews50: أعضاء بالكونغرس :

سوف نطلق قانون لملاحقة مؤسسات إعلام قطرية داخل أمريكا لدعمها الإرهاب.

.
#الإعلام #قطر #تنظيم_الحمدين",0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1.21E+18,"RT @Emarati_Shield: #الاتفاق_النووي | #ايران 
الانسحاب الامريكي من الاتفاق ومطالبها ال ماهي الا بداية اسقاط نظام الملالي؛ الأمريكان هم من…",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1.39E+18,RT @deOkH+0VwymgQ68PC8Yqohi1HoDsRPoJgx2tZ3dgd4=: #قطر الداعمة للإرهاب وعلاقاتها المشبوهة مع #طهران و الجماعات الإرهابية و سياساتها في أفريقيا و أمريكا الجنوبية وعلاقته…,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1.37E+18,"RT @deOkH+0VwymgQ68PC8Yqohi1HoDsRPoJgx2tZ3dgd4=: سوف تفرض أمريكا عقوبات كبيرة على كل الدول التي تدعم او تتعامل مع إيران 

سلملي على بقر تميم 😁",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1.39E+18,"• لأول مرة في التاريخ أن رئيس دولة (يضحك ويتباهى بأن بلده يمر بعجز إقتصادي
لصالح #امريكا) ..سفيه لاتهمه مصالح قطر العليا وهمه فقط تثبيت نفسه في السلطة التي ليس أهلآ لها.
• لأول مرة في التاريخ يدفع بلد لأمريكا (مقابل لاشيء) حتى لو كانت ""توسعة""..مالفائدة لقطر؟! .
#قطر #السعودية",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0
1.37E+18,"#تميم دفع بالريال القطري مايقارب ٣٠ مليار.
ولا ريال واحد من هذا المبلغ هذا دفع لأجل #قطر أو في مشروع يخص قطر.
تم دفعها توددً للأمريكان لأجل المحافظة على السلطة!
مايحدث من تبذير لأموال ومقدرات الوطن هو كارثة كبرى سيدفع ثمنها الشعب القطري في النهاية. 
#السعودية #العربية #الدوحة",0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0
9.63E+17,"RT @kpTM7UcqifzlcMnm4duqh08jjNc27bOcmqr5cSpc=: أنباء عن طلب #امريكا من #قطر المشاركة في تحالف دولي ضد #ايران.
طبعآ #تنظيم_الحمدين_الارهابي مثل الحرباء سيتلون مثلما تتل…",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.38E+18,"RT @kpTM7UcqifzlcMnm4duqh08jjNc27bOcmqr5cSpc=: هذه هي الحقيقة ؛ رؤساء دول لايعقل أن يتهجموا على #تنظيم_الحمدين_الارهابي بدون سبب منطقي!
رؤساء #امريكا و #السعوديه و #ال…",0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0
1.40E+18,RT @SoudAlsubaiey: في أوروبا وأمريكا يعاقبون من ينتقد الساميه ولا يعتبرونها حرية رأي ولكنهم يسمحون بإهانة الاسلام والرسول الكريم من باب حري…,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1.33E+18,"مطالبة #ترامب باتخاذ موقف متشدد ضد الدمية #تميم_العار أثناء زيارته المقبلة لأمريكا، 
عن دعم #قطر للإرهاب وتمويل الجماعات المتطرفة وانتهاكات حقوق الإنسان ومخالفة الخطوط القطرية لاتفاقيات التجارة الحرة التي أضرت بالخطوط الجوية الأمريكية.
https://t.co/FepLnBBkXQ",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1.18E+18,"RT @alblwei: كوب من المياه العذبة لا يحلّي مياه البحر !
مالذي ستقدمه أمريكا للشعب السوري في مطاردتها لجراثيم داعش ؟!
العلّة الأساسية هي نظا…",1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0
1.40E+18,"RT @Ahmed_shoaib_: ديك تشيني نائب الرئيس بوش الأب يقول :” إيران هي المتورطة بأحداث ١١
سبتمبر ولا دخل للسعودية في الأمر وأمريكا لديها كامل ا…",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1.39E+18,RT @qatarileaks: #أمريكا تبدأ أولى خطواتها للاستغناء التدريجي عن قاعدة العديد في #قطر.. #الكونجرس يخصص 143 مليون دولار لتطوير قاعدة #موفق_ا…,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.40E+18,"RT @qatarileaks: شقيق #تميم.. مطلوب في #أمريكا
محكمة في #كاليفورنيا تستدعي شقيق تميم بن حمد في تهم تجسس ضد شخصيات سياسية بارزة بالولايات ال…",0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1.38E+18,"RT @qatarileaks: #خالد_بن_محمد_العطية.. في بيت الصهاينة
عراب الانبطاح القطري أمام اللوبي الإسرائيلي في #أمريكا ويقدم أوراق اعتماده لمؤسسة #…",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
1.39E+18,RT @DrHAKEM: الإعلام الغربي وربيبه العربي يصم الإسلام والمسلمين بالإرهاب بينما حروب أمريكا وروسيا على المسلمين وقتل الملايين وتهجيرهم لا يع…,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1.23E+18,"RT @Alghanim999: لا يهم أمريكا و أوروبا ان تدمر الفلوجه
ويقتل اَهلها نساءً ورجالا وقد فعلوها في سوريا وفي فلسطين ولا يهمهم لو تدمر العالم ا…",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1.40E+18,"RT @Alghanim999: أمريكا هي التي تصنع الارهاب
وتغذيه بمواقفها ضد المسلمين السنه
في فلسطين وافغانستان 
وسوريا والعراق و كل مكان
ولكل فعل رد ف…",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
1.36E+18,"RT @Alghanim999: من ينصر الله ينصره الله
انه درس للجبناء من احرار العراق من الفلوجه الثائرة
 الله أكبر https://t.co/Bcij5uKtyC https://t.co…",0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1.39E+18,"RT @qatarileaks: #فرنسا و #أمريكا تنافسان على كعكة #الدوحة
أوهام #تنظيم_الحمدين في عسكرة المنطقة جعلته مطمعا للمتربحين وحمى التسليح القطري…",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1.40E+18,"RT @qatarileaks: كان معروفا للقادة #العرب نقل #حمد_بن_جاسم كواليس الاجتماعات السرية بينهم إلى أجهزة استخباراتية خصوصا #أمريكا و #إسرائيل
#ق…",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.39E+18,"RT @Alghanim999: انها جريمة حرب ضد أهل حلب 
من المدنيين العزل يقوم بها النظام المجرم
والنظام الإيراني والروسي بتواطؤ من
الأمريكان وأوروبا
ا…",0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1.39E+18,"RT @Alghanim999: اسمع يا عبد أمريكا
اسمع يا كلب أمريكا
تكفيني تمره تشبعني كسره
ترويني شربه
يكفيني عز الاسلام
ووطني حر ونفسي حره
لا أخشى الظ…",0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
1.39E+18,"RT @DrHAKEM: الإسلاميون في #الخليج يعيشون أزمة كبرى فهم يصطفون خلف حكوماتهم وهي تصطف خلف أمريكا وإسرائيل وتمضي بهم نحو التطبيع!
وصار همهم ت…",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1.40E+18,RT @SMMArabic: قطر مسؤولة عن دعم الإخوان المسلمين في أوروبا وأمريكا ..كيف حاولت السيطرة على صانعي القرار السياسي هناك؟ ماهي طريقة تمويلهم؟…,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
1.39E+18,"RT @Alghanim999: يحق للامريكان ان يسخروا منا!!
حاربنا الاسلام ببناء اكبر كنيسه لهم
حاربنا الاسلام بهدم قيمنا
وبنشر الخمور في بلادنا
اعتزينا…",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
1.30E+18,RT @Alghanim999: 🗣انا ضد أمريكا 🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🌅 https://t.co/Bcij5uKtyC https://t.co/9nDK99E4e2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1.36E+18,"RT @Kinghavin111: خاص من المستشار

طلبت امريكا من النظام القطري ايقاف اي عقود مشتركة مع حزب اللات وايران ووقف اي شراكات مع ايران

رأي المست…",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.39E+18,"تكلمنا سابقًا عن تدخل نظام #الحمدين بضخ أموال #قطر بشكل خبيث في #امريكا وتحديدًا في الولايات التي يسيطر عليها الديمقراطيون والهدف هو تأخير فتحها وبالتالي يزيد غليان المواطنين هناك من الوضع الإقتصادي الذي سيجعل هؤلاء المواطنين يتذمرون من #ترامب وبالتالي لايصوتون له.
1️⃣",0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1.39E+18,"والله لايرضينا حال هذا المواطن!
أموال #قطر ذهبت تبرعات لـ #اسرائيل لبناء مستوطنات ومستشفيات ولتعزيز انقسام الفلسطينيين!
أمولنا ذهبت هباءً منثورا في #اسرائيل و #امريكا و #ليبيا و #الصومال
اموالنا أنفقت لغرض شيطاني خبيث!
والله لن تروا العز والخير مادامت هذه العصابة تحكمكم https://t.co/AyDuRp43BL",0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
1.40E+18,"تصرفات #تميم والحمدين في المال العام القطري لعب قمار.
مجرد مصروفات على مكاسب(وهمية).
لايوجد أي فائدة لدولة #قطر من توسعة #قاعدة_العديد مع أننا نجزم أن هذه المبالغ(ليست للتوسعة)هي تذلل للأمريكان مثلما تذللوا لهم بالتقرب من اليهود.
هذه التصرفات تثقل كاهل قطر بالديون لسنوات طويلة!!! https://t.co/rJOt6chVVa",0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0
1.40E+18,"من لايشعر بالحسرة والألم على ضياع #العراق بلاد الرافدين فليتأكد من عروبته!

للعلم كل الدول العربية رفضت احتلال العراق ولم تساعد دولنا العربية #امريكا لدرجة أن #السعودية ودول أخرى في ٢٠٠٣م أطلقوا مصطلح ""غزو العراق""!

للأسف ""إعترفت""عصابة #قطر أنها هي من ساعدت الامريكان!! .
#بغداد",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1.17E+18,"رئيس مجلس الشورى يجري محادثات مع السفير الإيراني والمقاتلات القطرية تحلق مع الأمريكان لمراقبة الخليج العربي 

ممكن تفسير ولا مخترقين !!!؟ 😂😂 @QatarNewsAgency https://t.co/ywlpfZ4aqG",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.39E+18,"RT @kpTM7UcqifzlcMnm4duqh08jjNc27bOcmqr5cSpc=: • لأول مرة في التاريخ أن رئيس دولة (يضحك ويتباهى بأن بلده يمر بعجز إقتصادي
لصالح #امريكا) ..سفيه لاتهمه مصالح قطر العليا…",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
1.35E+18,"RT @kpTM7UcqifzlcMnm4duqh08jjNc27bOcmqr5cSpc=: تعامل النظام القطري الحالي مع فايروس #كورونا يشابه الى حد كبير تعامل #تركيا مع الفايروس.

هناك عشرات الأدلة على أن #قطر…",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.40E+18,"RT @kpTM7UcqifzlcMnm4duqh08jjNc27bOcmqr5cSpc=: في عقودٍ ماضية كانت #قضية_فلسطين هي المسيطرة على المشهد في #الشرق_الاوسط و العالم العربي.
لذلك خطط اليهود والغرب لتفكيك…",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.27E+18,"هل أصبحنا في بلدنا قطر هنود حمر أمريكا في نصب الفخاخ لسلب أراضيهم ؟.

#قطر #السعودية #الامارات #الشيخ_فهد_المظلوم #حقوق_الغفران_في_قطر",0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0
