id,Tweet,presenting irrelevant data (red herring),misrepresentation of someone's position (straw man),whataboutism,causal oversimplification,"obfuscation, intentional vagueness, confusion",appeal to fear/prejudice,"black-and-white fallacy, dictatorship",name calling/labeling,loaded language,exaggeration/minimisation,flag-waving,doubt,appeal to fear/prejudice,slogans,thought-terminating cliché,bandwagon,reductio ad hitlerum,repetition,smears,glittering generalities (virtue)
1.39E+18,امريكا تعرف انه اذا غضبت السعوديه عليها فمعناه ان العالم الاسلامي كله غاضب وقد تمتص الغضب #تركي_الفيصل_يشن_هجوم_غير_مسبوق_على_أوباما,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.40E+18,"Ⓜالفارق بين من يدعمون الاسد ومن يدعون دعم الثورة ان داعمي الاسد قرارهم في أيديهم , ومدعي دعم الثورة قرارهم في يد ماما امريكا ! #Syria",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.39E+18,"قول مشهور في إيران للأميرة أشرف بهلوي شقيقة شاه إيران تقول.اذا رفعت ذقن المعمم فسترى عبارة ""صنع في امريكا"" http://t.co/e8BTGGEwXm",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.12E+18,في مثل هذا اليوم من عام 2001 امريكا تشن اول هجوم عسكري على افغانستان بعد رفض حكومة طالبان تسليم اسامه بن لادن .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.38E+18,"صرت اترقب الأحداث الي راح تصير من بعد ضرب بشار ..
امريكا ما تُقدِم على خطوه الا ووراها خُبث

يارب احفظ شعب سوريا",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.38E+18,"العداوة بين إيران وأمريكا كلام لا أساس له من الوجود ,وجميع المخططات التي في المنطقه هم من يديرها وبشتراك امريكا وايران واسرائيل",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.39E+18,"العار لامريكا: حتى متى ياقونتنامو  
http://t.co/ltKAmex9DB”",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.19E+18,"#مقتل_السفير_الامريكي 
طيب ليه تنشرون صوره ؟! الامريكان  مانشروا صورة الارهابي بن لادن
وين مبدأكم السن بالسن والبادي اظلم؟",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.40E+18,"يا كاملة يا معجزة يا اسطورة 
لو إن مافوق البسيطة كامل

لو ريّس امريكا لقى لك صورة 
حطك مع اسلحة الدمار الشامل 

#وصل_العطياني",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.39E+18,وقوف مربع الشر #امريكا #قطر #ايران #اوروبا مع #الاخوان_المسلمين  يثير الشكوك ويؤكد قضية تدمير #مصر والعالم الاسلامي,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.39E+18,امريكا هي اكبر مخطط ومتأمر للأطاحه بالخليج من اجل مكاسب سياسيه واقتصاديه ويجب تغيير السياسه التعاطفيه والرخوه معها #BHR  #GCC,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.39E+18,اكثر من استفاد من هجمات 11سبتمبر في امريكا هي امريكا-11سبتمبر قصه خياليه ابدع في اخراجها الامريكان #اين_كنت_اثناء_هجمات_11_سبتمبر,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.38E+18,"#الجزيرة من يسيرها الامريكان  والصهاينة الذين يُديرون #قطر كاملة اعلاميا وسياسيا واقتصاديًا .. 
ه",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1.21E+18,للأسف ﻻ نجد من دولنا العربيه الا الكيد ببعضها من إجل إرضاء امريكا الشر وامريكا تتأمر عليهم من خلف الكواليس بأسم الدوله الصديقه #وانتم تعلمون,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.39E+18,"الخبر/عاجل/امريكا والاتحاد الأوروبي بصدد مطالبة الاسد بالرحيل/رويترز


اللهم عجل علي اخواننا في سوريا بالفرج عاجل ليس اجل يا اكرم الاكرمين",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.37E+18,اكبر كذبه في تاريخ البشريه-من وجهة نظري-امريكا رتبت وصممت ونفذت للهجمه-واخذت دولتين #اين_كنت_اثناء_هجمات_11_سبتمبر http://t.co/buTV4vUo8b,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.39E+18,"امريكا تقول ليس من الحكمه تسليح المعاضه أجل من الحكمة دخول أمريكا للعراق ، وتسليمها لأيران ردها عني ماهمكم إلا مصالحكم وإلا الحكمة مفارقتكم",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.37E+18,"كذا مرسي نجح في إختبار امريكا وباع عرض الرسول لرضاها

RT @JKhashoggi:موسى»: لا أوافق على قطع أو تعليق العلاقات مع أمريكا بسبب #الفيلم_المسيء",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
9.63E+17,الشعوب العربية في حالة غليان وحرقة والم لما آل اليه حال أهلنا في سوريا وحكام العرب أصبح كل همهم كراسيهم وإرضاء ماما امريكا#arab#GCC #syria,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.38E+18,هل دول الخليج سوف تبقى ضحيه لمؤامرات ايران وامريكا الى متى تنكيس الرؤوس لهم الم نكتفي من خياناتهم التي قسمت قولبنا وبلداننا #Bahrain,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1.40E+18,هل امريكا بهذا الغباء حتى تصدق ايران وتتفق معها ضد السنة؟,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.33E+18,"؛؛

لابد ان يزج بكلمة ( سعودي ) في اي عملية ارهابية !!!

#انفجارات-امريكا",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1.18E+18,"#القرضاوي يبيح بيع القليل من الخمر لامريكا
والرسول عليه افضل الصلاة والسلام يقول:ماسكر كثيره حرم قليله


ياويل من ميّع الدين لاجل دنياه",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1.40E+18,"@hesshalown 
الخطر قادم على أمة الاسلام( السنية ) من تعاون الغرب وامريكا مع ايران الصفوية وحزب الشيطان للوقوف أمام اهل السنة والجماعه",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.39E+18,@hakim7070 نعم هي مسرحية من سيناريو اسرائيل وامريكا والاخوان ومراهقين حماس لجعل البطل مرسي والضحية شهداء ظلموهم لاهدافهم,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.40E+18,@mohammedkadrey الاخوان مسلمين افضل من علمانيه السيسي وقتله لشعبه وتمويل الملوك للسيسي بضغط من امريكا جاء عبر الصندوق وشعبه يريده,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1.38E+18,@hakim7070 نعم هذا ماقلته سابقا الواضح ان الاخوان بدأت سيطرتهم على المنطقة خاصة بعد الصداقة القوية مع اسرائيل وامريكا اللتي اتضحت في غزة,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.39E+18,@NASSER_ALNBHAN اتوقع محاولات اغتياله كلها مخططه من امريكا ..,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.23E+18,"@mohsensaffar اتمنى سقوط دمشق قبل أن يكيد الكائدين علي الثوره

امريكا وغيرها بدأت تتكلم عن حرب طائفيه واسلحه كيماويه وهذا يعني نيتهم التدخل",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1.40E+18,@mmshibani و لا زال هناك عقول مغلفه بالغباء تقول ان امريكا عدوه للإخوان و ضدهم بينما تشينج أوفيس في واشنطن يرأسه ابن القرضاوي بتعيين امريكي,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1.36E+18,@c700c لعبه استخدمتها امريكا وعندما انتهت منه قتلته,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.39E+18,@awadhalabdan: سمعت تصريحا نقل  على انه صدر من مقتدى الصدر يقول : السيستاني والمالكي ومقتدى وايران والحكومة العراقية عملاء لامريكا واسرائيل,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.40E+18,@iranianaffairs امريكا وضعت لدول الخليج خط احمر لاتتعداه من ناحيه القوه,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.39E+18,@kasimf ومن سلبياتها جعل مصر دوله ليبراليه بقيادة السيده امريكا,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.39E+18,@3twey امريكا كانت بايعة الخليج تدري لو ﻻ باعتها ﻻيران مثل العراق بس الله ما نولهم مرادهم,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.39E+18,"@ab0116 
شوف انت والله اني اثق جدا بفكرك ورأيك ، لاتكن ممن يقول الامريكان والامريكان.  اتفق بان مايريده الامريكان سيحدث",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.40E+18,"@990jkjk @soom19912 @As059 

يقولون اليمنين عاملين مظاهره امام السفاره الامريكيه ويرددون:
يا ابوما ياجبان ياعميل الامريكان
الخووف له دور",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.39E+18,@gjhghh غبي انت ؟ كلامي واضح يقول ماشفنا ردة فعلكم ضد الأفغان !! وكلنا نعرف حرب الأفغان شارك فيها الروس والامريكان,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.30E+18,"@eead0454 
الخوارج
الذين استنفرواامريكا على افغانستان وعندما جاأتهم هربوا من مواجهتها واستولت على بلادهم
لماذا لم يثبتوا في وجه النصارى",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.36E+18,@hmsh21 الدرعمه اني اقول لماذا لم يطلقوا رصاصة على اسرائيل وهي بجوارهم الان وتجاوبني انهم حاربوا امريكا في افغانستان يارب انك فهمت,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.39E+18,"@IraqSunna و ازيدك 
امريكا حاربت الارهاب (بزعمها) بضربها لأهل السنه

اما الرافضه فلا نجدها تهاجمهم رغم العداء الظاهري بينهم",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.39E+18,@Nawafalroge  هذا طير شلوى.. حط تهديدات امريكا ورا ظهره و اعطا العالم و تحدا التحذيرات الدوليه و قدح من راسه.. ذكرني حياة صدام عساه للجنه,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.40E+18,@turki511m السعوديه مو بحاجه لامريكا وﻻ غيرها السعوديه معاه الله والعالم الاسلامي اجمع,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.40E+18,“@Al2mri: صوره للصاروخ الكوري الشمالي اللي تھدد فيه امريكا .. اصلاً مايخوف ☺. http://t.co/xFiJehgJmV”,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.17E+18,"@Dralnoaimi لاتغترون بالقنصليه الامريكيه لانها من رؤوس الافعى في زعزعة الاستقرار

الم يجتمع خونه الوطن مرّه عند سفير امريكا بالبحرين",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1.39E+18,"@Dr_salih_ab 
وماذا عن ايران و حقوق الانسان فيها
وماذا عن سوريا و حقوق الانسان فيها

امريكا تريد فقط ان تجعل حد السكين على دول الخليج",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1.35E+18,@mohsensaffar سوف يثبت شرفاء العراق بأن شتلة الديمقراطيه اللتي زرعتها امريكا ليست إلا نبته طفيليه ضارة و سيتم اجتثاثها من جذورها عن قريب,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.40E+18,@AyedAlmanna تعويم النظام من قبل الروس وليس الامريكان التي تحيط بهم المخاوف من فشل التدخل في المستنقع السوري والخروج السريع منه,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.27E+18,"الربيع العربي هو ربيع أمريكي في الأصل.. امريكا قامت بغسيل كامل لملفاتها في الشرق الأوسط.. فشالت عملاء و جاءت بعملاء

@OF0VE6pC9ESb5cs91Mzoo1VHnaYdmILpuWbqN2bnZQ= @i_Bandar",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
